,image,url,etoile,Nom,Telephone,Adress,Façon Cuisine,Description,Derssert,étoils cusine,Website,href,Ville,codePosttal,Coordinates
1636,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/9e745c8a1fdf4794a9a119934b8bcbd2.jpeg,/fr/fr/normandie/jumiges/restaurant/auberge-des-ruines,Gourmande, Auberge des Ruines,+33 2 35 37 24 05,"17 place de la Mairie, Jumièges, 76480, France",Cuisine moderne,"Juste en face des ruines de l'abbaye, une jolie maison à colombages où un chef à la main verte, aussi passionné que sympathique, célèbre le terroir normand dans toute sa richesse, au rythme des saisons. Truite, bœuf et agneau, cidres et calvados, fromages de chèvre et de vache : tout vient de Normandie – sans oublier les fruits et légumes directement cueillis dans le potager du restaurant – le chef réalise lui-même ses semis. Verts et gras pâturages normands obligent, le magnifique chariot de fromages est composé à partir de la production des fermes voisines. Tout cela dans un décor contemporain et chaleureux, chic et feutré, ou dans la véranda ouverte sur la terrasse.",Une cuisine de qualité,0,https://www.auberge-des-ruines.fr/,/fr/fr/normandie/jumiges/restaurant/auberge-des-ruines, Jumièges,76480,"[0.818946, 49.432588]"
1637,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/bc9dd146f49c423bb09916db91c19dc2.jpeg,/fr/fr/normandie/la-ferrire-aux-tangs/restaurant/auberge-de-la-mine,Une étoile, Auberge de la Mine,+33 2 33 66 91 10,"8 rue de Champsecret, La Ferrière-aux-Étangs, 61450, France",Cuisine classique,"Autrefois cantine de la mine de fer locale (fermée en avril 1970), cette auberge accueille le même chef depuis plus de trente ans. Formé à l'ancienne école, son maître-mot est la simplicité. Pas de chichis ou d'excès : franchise et sincérité sont au programme. Ce qui n'empêche pas une technique solide et de belles inspirations : on pense notamment à cette royale de foie gras, avec sa fine gelée d’un poiré et chutney pomme-poire aux épices, un vrai moment de plaisir ! Une jolie partition de saison, à déguster dans deux petites salles à manger ultra-chic et élégantes, pas guindées pour un sou. On n'aura jamais eu autant de plaisir à aller à la Mine...",Une étoile : une cuisine d’une grande finesse,Une étoile : une cuisine d’une grande finesse,https://www.aubergedelamine.com/,/fr/fr/normandie/la-ferrire-aux-tangs/restaurant/auberge-de-la-mine, La Ferrière-aux-Étangs,61450,"[-0.522133, 48.646896]"
1638,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/9d584912828349dea75a6f0f9d46d01b.jpeg,/fr/fr/normandie/la-haye-du-puits_1557360/restaurant/le-petit-nor-cat,Gourmande, Le Petit Nor’Cat,+33 2 33 46 23 61,"16 rue du Docteur-Callegari, La Haye, 50250, France",Cuisine moderne,"Théo Hervy et Fanny Mandrau, respectivement originaires de Cherbourg et des Pyrénées-Orientales, ont fusionné leurs régions – Nor(mandie) + Cat(alogne) – au nom de leur passion commune pour la bonne chère. Au déjeuner, menu simple mais fort bien tourné, à partir de bons et beaux produits issus de la région, à un tarif imbattable. Au dîner, alléchante carte qui marie les deux terroirs. À noter : dans ce sympathique restaurant de poche, on ne sert que des vins de la Côte Vermeille !",Une cuisine de qualité,0,http://www.lepetitnorcat.fr,/fr/fr/normandie/la-haye-du-puits_1557360/restaurant/le-petit-nor-cat, La Haye,50250,"[-1.542404, 49.290205]"
1639,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/b43b8379595541e099f53dfae8c59a2f.jpg,/fr/fr/normandie/la-pernelle/restaurant/le-panoramique,Gourmande, Le Panoramique,+33 2 33 54 13 79,"1 village de l'Église, La Pernelle, 50630, France",Cuisine traditionnelle,"À côté de l'église du village, sur une colline surplombant la mer et l'île de Tatihou, un restaurant tenu par la même famille depuis... 1966. À l'origine bar, puis crêperie, c'est désormais un restaurant à l’esprit cantine qui met en avant le terroir normand.",Une cuisine de qualité,0,https://www.le-panoramique.fr/,/fr/fr/normandie/la-pernelle/restaurant/le-panoramique, La Pernelle,50630,"[-1.298402, 49.618742]"
1640,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/f54f5aa7dd534197a8326fea2172fcd7.jpeg,/fr/fr/normandie/le-breuil-en-auge/restaurant/le-dauphin,Gourmande, Le Dauphin,+33 2 31 65 08 11,"2 rue de L'Église, Le Breuil-en-Auge, 14130, France",Cuisine moderne,"Avec ses colombages et sa charmante atmosphère, cette bâtisse typique du pays d'Auge est aujourd'hui le repaire d'un jeune couple qui rend hommage aux produits du terroir normand. La cheffe hollandaise réalise une cuisine moderne et inspirée, à l'image de cette lotte aux petits pois, caviar d'aubergine et émulsion florale, ou encore de cette tarte Tatin avec sa glace vanille, d'une gourmandise à se damner !",Une cuisine de qualité,0,http://www.ledauphin-restaurant.com,/fr/fr/normandie/le-breuil-en-auge/restaurant/le-dauphin, Le Breuil-en-Auge,14130,"[0.225661, 49.227682]"
1641,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/2988afc9a08a4127917b2f8f721a4672.jpeg,/fr/fr/normandie/le-havre/restaurant/jean-luc-tartarin,Une étoile, Jean-Luc Tartarin,+33 2 35 45 46 20,"73 avenue Foch, Le Havre, 76600, France","Cuisine créative, Cuisine moderne","Normand de naissance et de cœur, Jean-Luc Tartarin élabore une cuisine tournée vers la mer, où le modernisme du Havre rencontre l'âme du terroir normand : lieu jaune de ligne juste raidi à l’huile de Colombo ; grosse langoustine léchée par la braise de romarin ; ris de veau pané, morilles et asperge verte... À déguster dans un agréable décor cosy aux tons beige apaisants, en plein cœur du centre historique de la ville, inscrit au patrimoine mondial de l’Unesco. Belle carte des vins et jolie sélection de cidres et calvados.",Une étoile : une cuisine d’une grande finesse,Une étoile : une cuisine d’une grande finesse,https://www.jeanluc-tartarin.com,/fr/fr/normandie/le-havre/restaurant/jean-luc-tartarin, Le Havre,76600,"[0.103155, 49.493762]"
1642,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/47caca89ad5241e5b67bbbed9dd10283.jpeg,/fr/fr/normandie/le-petit-quevilly/restaurant/les-capucines,Gourmande, Les Capucines,+33 2 35 72 62 34,"16 rue Jean-Macé, Le Petit-Quevilly, 76140, France",Cuisine traditionnelle,"Une maison rouennaise dans laquelle la famille Demoget cultive l'art de recevoir depuis trois générations. Dans un intérieur classique et élégant, on sert une cuisine traditionnelle et généreuse à l'image de ce filet de bœuf et pommes Anna ou de ce saumon en gravlax et émulsion de betterave.",Une cuisine de qualité,0,https://www.les-capucines.com/,/fr/fr/normandie/le-petit-quevilly/restaurant/les-capucines, Le Petit-Quevilly,76140,"[1.064162, 49.424044]"
1643,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/d4930b7cb16c47cab11bc73368d3ad90.jpeg,/fr/fr/normandie/le-pin-au-haras/restaurant/la-tete-au-loup,Gourmande, La Tête au Loup,+33 2 33 35 57 69,"Lieu-dit la Tête-au-Loup, Le Pin-au-Haras, 61310, France",Cuisine traditionnelle,"Stéphane et Agnès Mabille vous réservent un accueil chaleureux dans cette petite auberge traditionnelle à l’intérieur rustique bien entretenu. En vieux loup de mer, le chef concocte des terrines maison et autres spécialités normandes. Aux beaux jours, on profite du jardin champêtre avec vue sur les chevaux de l’école du célèbre haras du Pin ! Une adresse vivante et conviviale.",Une cuisine de qualité,0,https://www.lateteauloup.fr/,/fr/fr/normandie/le-pin-au-haras/restaurant/la-tete-au-loup, Le Pin-au-Haras,61310,"[0.157868, 48.73962]"
1644,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/ca3a0af3928d495da7e72067573c9b0f.jpeg,/fr/fr/normandie/le-trport/restaurant/le-gout-du-large,Gourmande, Le Goût du Large,+33 2 35 84 39 87,"4 place Notre-Dame, Le Tréport, 76470, France",Cuisine moderne,"En léger retrait de l'agitation du port, dans un intérieur moderne et cosy, on goûte à la cuisine généreuse et actuelle du jeune chef Jonathan Selliez (aidé par sa mère en pâtisserie), qui joue sur les textures et les saveurs. Les poissons sont issus de la pêche durable, comme ce superbe filet de maquereau de la côte, accompagné d’un maki de poireau enroulé dans des feuilles d’algues nori et d’une déclinaison de carottes, gelée et en pickles. On n’est pas près de prendre le large !",Une cuisine de qualité,0,https://le-gout-du-large.zensites.zenchef.com/,/fr/fr/normandie/le-trport/restaurant/le-gout-du-large, Le Tréport,76470,"[1.370698, 50.061337]"
1645,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/29841723eb4a4f5aa21d09f8cb0baae2.jpeg,/fr/fr/normandie/les-damps_1559974/restaurant/l-auberge-de-la-pomme,Gourmande, L'Auberge de la Pomme,+33 2 35 23 00 46,"44 route de l'Eure, Les Damps, 27340, France",Cuisine moderne,"Un nom hautement normand, une façade à colombages typique de la région... mais l'image d'Épinal s'arrête là ! La maison cache un décor très contemporain, notamment une salle lumineuse aux grandes baies vitrées qui regardent le jardin. Les assiettes qui mettent bien en valeur les producteurs locaux : carpaccio de coquilles Saint-Jacques de Normandie, lotte pochée et son coulis de cresson de Cailly-sur-Eure, côte de veau fermière rôtie en cocotte.",Une cuisine de qualité,0,https://www.laubergedelapomme.com/,/fr/fr/normandie/les-damps_1559974/restaurant/l-auberge-de-la-pomme, Les Damps,27340,"[1.17792, 49.303136]"
1646,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/a6c3c9c6867e45d7805b5580c1d51f4e.jpeg,/fr/fr/normandie/lyons-la-fort/restaurant/la-licorne-royale,Une étoile, La Licorne Royale,+33 2 32 48 24 24,"27 place Isaac-Benserade, Lyons-la-Forêt, 27480, France",Cuisine moderne,"Au sein de cette ancienne maison à colombages d'un petit village normand, le chef se révèle un artisan méritant. Bon technicien (notamment sur les sauces et les émulsions), il est aussi à son aise quand il s'agit de mélanger produits de la mer, ingrédients locaux et saveurs du Sud. On en profite dans un cadre chic et empreint de classicisme, avec de nombreux clins d'œil aux batailles napoléoniennes. La licorne existe, nous y avons mangé !",Une étoile : une cuisine d’une grande finesse,Une étoile : une cuisine d’une grande finesse,https://www.hotel-licorne.com/,/fr/fr/normandie/lyons-la-fort/restaurant/la-licorne-royale, Lyons-la-Forêt,27480,"[1.476542, 49.398538]"
1647,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/7dea5b85dc964a6a802389a9d6d3e391.jpg,/fr/fr/normandie/lyons-la-fort/restaurant/le-bistrot-du-grand-cerf,Gourmande, Le Bistro du Grand Cerf,+33 2 32 49 50 50,"31-32 place Isaac-Bensarade, Lyons-la-Forêt, 27480, France",Cuisine traditionnelle,"Ce néobistrot rustique a vraiment du cachet. Des poutres, de la brique et une jolie terrasse dans la cour pavée, pour une cuisine bistrotière – of course – résolument tournée vers le terroir : voici ce que vous attend ici. Cerf, cerf, ouvre-moi !",Une cuisine de qualité,0,https://www.grandcerf.fr/,/fr/fr/normandie/lyons-la-fort/restaurant/le-bistrot-du-grand-cerf, Lyons-la-Forêt,27480,"[1.477127, 49.398827]"
1648,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/2026675aad1740cbb2b4740e287a31d1.jpeg,/fr/fr/normandie/mathieu_1560708/restaurant/roze,Gourmande, Roze,+33 2 31 44 10 17,"4 rue Augustin-Fresnel, Mathieu, 14920, France",Cuisine moderne,"Au centre du bourg, cette vieille bâtisse a revêtu une déco contemporaine qui met en valeur le talent de Clémence Goupil et Alex Néel. Ces derniers connaissent bien leur métier et son histoire : le nom de l'établissement célèbre la figure de Mathurin Roze de Chantoiseau, « l'inventeur » du concept de restaurant. Dans l'assiette, les deux tourtereaux chantent la saison et les produits frais, avec sincérité et une touche d'audace : artichaut, fine tartelette, œuf confit, émulsion barigoule et condiment moderne ; turbot, fenouil confit, tagliatelle de pommes de terre, condiments poivron, rouille et jus d'arêtes au safran.",Une cuisine de qualité,0,http://www.roze-restaurant.fr,/fr/fr/normandie/mathieu_1560708/restaurant/roze, Mathieu,14920,"[-0.373929, 49.255505]"
1649,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/bc8998c6b7d04ccd81afee8d63db7392.jpeg,/fr/fr/normandie/nassandres-sur-risle_7770325/restaurant/l-auberge-de-la-vallee,Gourmande, L'Auberge de la Vallée,+33 2 32 44 21 73,"7 route de Brionne, Nassandres-sur-Risle, 27300, France",Cuisine moderne,"Un jeune couple passé notamment chez Anne-Sophie Pic s’est installé à la campagne dans cette maison traditionnelle à colombages qui ne manque pas de cachet. Il souffle dans les assiettes un joli brin de modernité, à l’image de cet artichaut, poutargue et sarrasin, ou encore de cette côte de cochon, betterave et cacao. Le chef aime ponctuer ses plats de petites touches originales qui viennent agréablement surprendre le convive. Menu déjeuner en semaine à prix doux, service attentif.",Une cuisine de qualité,0,https://guide.michelin.com/fr/fr/selection/france/restaurants,/fr/fr/normandie/nassandres-sur-risle_7770325/restaurant/l-auberge-de-la-vallee, Nassandres-sur-Risle,27300,"[0.668164, 49.13797]"
1650,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/58d1bd6183c347a8a08de1209bda74d2.jpg,/fr/fr/normandie/port-en-bessin/restaurant/le-botaniste,Gourmande, Le Botaniste - La Chenevière,+33 2 31 51 25 25,"à Commes, Port-en-Bessin, 14520, France",Cuisine moderne,"Boiseries, parquet, mobilier du 18e s. : élégance et noblesse du cadre ! Menée par un chef sérieux qui puise son inspiration dans le potager du château et dans le panier des petits producteurs, la cuisine délicate multiplie les jolies variations autour du terroir normand et d'agréables mariages de saveurs. Des exemples ? Poulet fermier en basse température, effiloché de cuisse confite aux pleurotes et sauce à la gelée de sureau ; barbue nacrée, fenouil confit, condiment de carotte et bisque de homard. Service de haute qualité, tout en prévenance.",Une cuisine de qualité,0,http://www.le-botaniste.com,/fr/fr/normandie/port-en-bessin/restaurant/le-botaniste, Port-en-Bessin,14520,"[-0.753646, 49.342204]"
1651,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/1e1eceac7a81405888fb5bc6f01a6506.jpeg,/fr/fr/normandie/port-en-bessin/restaurant/le-petit-jardin-la-cheneviere,Gourmande, Le Petit Jardin - La Chenevière,+33 2 31 51 25 22,"à Commes, Port-en-Bessin, 14520, France",Cuisine moderne,"Entre jardin et piscine, le bistrot du Château de la Chenevière est aménagé dans l'ancienne orangerie, décorée dans un style cottage anglais plein de charme. Sous une grande verrière, on déguste une bonne cuisine de saison bistronomique : œuf basse température, crème de céleri, coques, salicorne et moutarde à l'ancienne ; risotto au chèvre, pois gourmands, champignons et crème d'ail...",Une cuisine de qualité,0,http://www.restaurantlepetitjardin.com,/fr/fr/normandie/port-en-bessin/restaurant/le-petit-jardin-la-cheneviere, Port-en-Bessin,14520,"[-0.753646, 49.342204]"
1652,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/77576fbc1b964cb6a638c12403e6345b.jpg,/fr/fr/normandie/preaux-du-perche/restaurant/oiseau-oiseau,Gourmande, Oiseau - Oiseau,+33 2 33 73 51 24,"5 place Saint-Germain, Préaux-du-Perche, 61340, France","Cuisine traditionnelle, Cuisine moderne","Sven Chartier et son épouse Marianne ont bâti leur nid dans ce petit village du Perche, face à une église pluriséculaire. Désormais loin de l'agitation urbaine, le chef s'épanouit dans ce décor style campagne chic où il régale avec simplicité dans le droit fil de la tradition. Saint-Jacques, lait d'amande, chou-fleur et cédrat ; paleron croustillant : la précision et le goût du temps retrouvé...",Une cuisine de qualité,0,https://www.oiseau-oiseau.fr/,/fr/fr/normandie/preaux-du-perche/restaurant/oiseau-oiseau, Préaux-du-Perche,61340,"[0.702466, 48.330193]"
1653,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/0f87a994196f4263a01cf5c3da240d3c.jpeg,/fr/fr/normandie/rmalard-en-perche/restaurant/d-une-ile,Gourmande, D'une Île,+33 2 33 83 01 47,"Domaine de l'Aunay, lieu-dit l'Aunay, Rémalard-en-Perche, 61110, France",Cuisine du terroir,"L'annexe campagnarde de Septime. On y réalise une cuisine durable, saisonnière et rustique ancrée dans son environnement, ne se nourrissant que des produits de qualité des marchés environnants (Sarthe ou Normandie) - et dans une moindre mesure, de la récolte du potager de la ferme. Côté salle, un lieu rustique chic, décoré avec goût. Dans le même esprit, quelques chambres invitent à s'attarder sur cette colline boisée du Perche, avec arbres fruitiers, ruches ainsi qu'un sauna donnant sur la nature. Une démarche culinaire et humaine très louable.",Une cuisine de qualité,0,https://www.duneile.com/,/fr/fr/normandie/rmalard-en-perche/restaurant/d-une-ile, Rémalard-en-Perche,61110,"[0.788882, 48.462798]"
